"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-22","3",29,"S59183036","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-27","1",95,"S59315069","obsr133376",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-29","2",65,"S59482593","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-28","1",300,"S59482577","obsr231067",2,1,6,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-27","5",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-27","1",95,"S59314669","obsr322135",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-22","1",15,"S59183121","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Stationary","KAWW",-68.7127667,45.8587145,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-21","17",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-21","1",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-14","4",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2019-08-21","2",45,"S59188100","obsr115891",2,1,8.047,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-21","1",45,"S59188100","obsr115891",2,1,8.047,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-27","1",95,"S59315069","obsr133376",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2019-08-27","1",95,"S59314669","obsr322135",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-27","19",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-27","3",95,"S59314669","obsr322135",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-21","2",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Blue Jay","Cyanocitta cristata","species","2019-08-27","19",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-22","4",15,"S59183121","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Stationary","KAWW",-68.7127667,45.8587145,423
"Blue Jay","Cyanocitta cristata","species","2019-08-14","7",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-22","1",29,"S59183036","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Blue Jay","Cyanocitta cristata","species","2019-08-22","1",17,"S59183101","obsr951667",1,1,1.817,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Blue Jay","Cyanocitta cristata","species","2019-08-29","2",65,"S59482593","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-21","1",70,"S59187911","obsr115891",2,1,2.012,"Katahdin Woods and Waters NM - Deasey Pond Trail","Penobscot","Traveling","KAWW",-68.6786055,45.870551,423
"Blue Jay","Cyanocitta cristata","species","2019-08-28","2",300,"S59482577","obsr231067",2,1,6,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2019-08-27","3",95,"S59315069","obsr133376",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Boreal Chickadee","Poecile hudsonicus","species","2019-08-29","2",65,"S59482593","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2019-08-14","1",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Broad-winged Hawk","Buteo platypterus","species","2019-08-21","1",70,"S59187911","obsr115891",2,1,2.012,"Katahdin Woods and Waters NM - Deasey Pond Trail","Penobscot","Traveling","KAWW",-68.6786055,45.870551,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2019-08-14","1",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Blue Warbler","Setophaga caerulescens","species","2019-08-22","1",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Black-throated Green Warbler","Setophaga virens","species","2019-08-29","2",65,"S59482593","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2019-08-21","1",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Black-throated Green Warbler","Setophaga virens","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-throated Green Warbler","Setophaga virens","species","2019-08-22","5",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Blue-headed Vireo","Vireo solitarius","species","2019-08-14","3",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue-headed Vireo","Vireo solitarius","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Blue-headed Vireo","Vireo solitarius","species","2019-08-22","3",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Cape May Warbler","Setophaga tigrina","species","2019-08-22","1",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Canada Warbler","Cardellina canadensis","species","2019-08-21","1",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Canada Warbler","Cardellina canadensis","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Canada Warbler","Cardellina canadensis","species","2019-08-22","1",29,"S59183036","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-27","7",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-14","5",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-22","8",17,"S59183101","obsr951667",1,1,1.817,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-21","1",45,"S59188100","obsr115891",2,1,8.047,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-21","2",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-22","7",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-22","2",15,"S59183121","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Black Spruce Bog","Penobscot","Stationary","KAWW",-68.7127667,45.8587145,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-22","1",13,"S59183075","obsr951667",1,1,0.322,"Katahdin Woods & Waters NM—Esker Trail","Penobscot","Traveling","KAWW",-68.679216,45.86607,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-27","7",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-22","3",29,"S59183036","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-21","4",115,"S59183020","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Cedar Waxwing","Bombycilla cedrorum","species","2019-08-28","4",300,"S59482577","obsr231067",2,1,6,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Chimney Swift","Chaetura pelagica","species","2019-08-14","2",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2019-08-22","3",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2019-08-27","2",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Chestnut-sided Warbler","Setophaga pensylvanica","species","2019-08-27","2",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Grackle","Quiscalus quiscula","species","2019-08-27","3",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Grackle","Quiscalus quiscula","species","2019-08-14","3",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Grackle","Quiscalus quiscula","species","2019-08-27","3",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Loon","Gavia immer","species","2019-08-21","1",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Common Nighthawk","Chordeiles minor","species","2019-08-21","3",115,"S59183020","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Common Raven","Corvus corax","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Raven","Corvus corax","species","2019-08-28","1",300,"S59482577","obsr231067",2,1,6,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Raven","Corvus corax","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Raven","Corvus corax","species","2019-08-21","1",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-28","1",300,"S59482577","obsr231067",2,1,6,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-22","2",17,"S59183101","obsr951667",1,1,1.817,"Katahdin Woods & Waters NM--Lynx Pond, Loop Road","Penobscot","Traveling","KAWW",-68.7076136,45.8691097,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-22","1",29,"S59183036","obsr951667",1,1,NA,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Stationary","KAWW",-68.67456,45.8627,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-14","3",220,"S58987224","obsr211033",1,1,8.208,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-22","3",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-21","3",44,"S59187628","obsr115891",2,1,0.547,"Katahdin Woods & Waters NM--Esker Trail","Penobscot","Traveling","KAWW",-68.6789173,45.8664444,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-29","1",65,"S59482593","obsr231067",2,1,3,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-21","2",60,"S59186673","obsr115891",2,1,0.402,"Katahdin Woods & Waters NM--Sandbank Campsite","Penobscot","Traveling","KAWW",-68.67456,45.8627,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-27","1",95,"S59315069","obsr133376",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Common Yellowthroat","Geothlypis trichas","species","2019-08-27","1",95,"S59314669","obsr322135",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Dark-eyed Junco","Junco hyemalis","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Dark-eyed Junco","Junco hyemalis","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Downy Woodpecker","Dryobates pubescens","species","2019-08-27","1",95,"S59315069","obsr133376",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Downy Woodpecker","Dryobates pubescens","species","2019-08-22","2",92,"S59183112","obsr951667",1,1,12.791,"Katahdin Woods & Waters NM--Orin Falls Trail","Penobscot","Traveling","KAWW",-68.7048483,45.9229458,423
"Downy Woodpecker","Dryobates pubescens","species","2019-08-27","1",95,"S59314669","obsr322135",2,1,0.483,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Eastern Phoebe","Sayornis phoebe","species","2019-08-27","1",205,"S59314832","obsr322135",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Eastern Phoebe","Sayornis phoebe","species","2019-08-27","1",205,"S59315029","obsr133376",2,1,10.461,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Eastern Towhee","Pipilo erythrophthalmus","species","2019-08-21","1",45,"S59188100","obsr115891",2,1,8.047,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
